id,area,violation_type,date,hour,day_of_week,month,severity,lat,lon
VLT100044,Maharashtra,Over-speeding,2023-02-14 00:00:00,2,Tuesday,February,3,19.740661900052817,75.70306190005282
VLT100045,West Bengal,Driving Without License,2023-02-15 00:00:00,11,Wednesday,February,3,23.02582743520048,87.89402743520048
VLT100046,Punjab,No Seatbelt,2023-02-16 00:00:00,14,Thursday,February,2,31.119815759353337,75.31391575935334
VLT100047,West Bengal,Driving Without License,2023-02-17 00:00:00,22,Friday,February,3,22.999118714468604,87.86731871446861
VLT100048,Gujarat,No Seatbelt,2023-02-18 00:00:00,14,Saturday,February,2,22.21710153435824,71.15080153435825
VLT100049,Punjab,Driving Without License,2023-02-19 00:00:00,3,Sunday,February,3,31.18036441476534,75.37446441476534
VLT100050,Gujarat,Over-speeding,2023-02-20 00:00:00,8,Monday,February,3,22.28740983074887,71.22110983074887
VLT100051,Uttar Pradesh,Signal Jumping,2023-02-21 00:00:00,5,Tuesday,February,3,26.820636944299295,80.9201369442993
VLT100052,Delhi,Overloading,2023-02-22 00:00:00,22,Wednesday,February,2,28.65154842308107,77.24664842308107
VLT100053,Delhi,Overloading,2023-02-23 00:00:00,11,Thursday,February,2,28.56975680348052,77.16485680348052
VLT100054,Tamil Nadu,Using Mobile Phone,2023-02-24 00:00:00,21,Friday,February,2,11.110711706054566,78.64051170605455
VLT100055,Uttar Pradesh,Wrong Parking,2023-02-25 00:00:00,7,Saturday,February,1,26.811727946689484,80.9112279466895
VLT100056,Tamil Nadu,Over-speeding,2023-02-26 00:00:00,17,Sunday,February,3,11.122133936664929,78.65193393666492
VLT100057,Tamil Nadu,Driving Without License,2023-02-27 00:00:00,9,Monday,February,3,11.15673242702873,78.68653242702872
VLT100058,West Bengal,No Helmet,2023-02-28 00:00:00,7,Tuesday,February,2,22.959864220899373,87.82806422089938
VLT100059,Uttar Pradesh,Driving Without License,2023-03-01 00:00:00,18,Wednesday,March,3,26.801902130106438,80.90140213010645
VLT100060,Gujarat,Overloading,2023-03-02 00:00:00,2,Thursday,March,2,22.249155183982154,71.18285518398216
VLT100061,Karnataka,Driving Without License,2023-03-03 00:00:00,12,Friday,March,3,15.287151304450925,75.68375130445092
VLT100062,Gujarat,No Seatbelt,2023-03-04 00:00:00,22,Saturday,March,2,22.217775304561915,71.15147530456191
VLT100063,Tamil Nadu,No Helmet,2023-03-05 00:00:00,4,Sunday,March,2,11.135133238598685,78.66493323859868
VLT100064,Delhi,Wrong Parking,2023-03-06 00:00:00,15,Monday,March,1,28.593769613281893,77.1888696132819
VLT100065,Punjab,Drunk Driving,2023-03-07 00:00:00,14,Tuesday,March,3,31.164299487795635,75.35839948779564
VLT100066,Tamil Nadu,Wrong Parking,2023-03-08 00:00:00,17,Wednesday,March,1,11.097051544396821,78.62685154439681
VLT100067,Karnataka,Drunk Driving,2023-03-09 00:00:00,4,Thursday,March,3,15.361511311050648,75.75811131105064
VLT100068,West Bengal,Wrong Parking,2023-03-10 00:00:00,19,Friday,March,1,22.973311016824482,87.84151101682448
VLT100069,Uttar Pradesh,Wrong Parking,2023-03-11 00:00:00,13,Saturday,March,1,26.807249527957023,80.90674952795703
VLT100070,Delhi,Drunk Driving,2023-03-12 00:00:00,6,Sunday,March,3,28.626810815153974,77.22191081515398
VLT100071,Punjab,Overloading,2023-03-13 00:00:00,11,Monday,March,2,31.189815455306785,75.38391545530679
VLT100072,Maharashtra,Using Mobile Phone,2023-03-14 00:00:00,6,Tuesday,March,2,19.745537715471578,75.70793771547157
VLT100073,Karnataka,Over-speeding,2023-03-15 00:00:00,3,Wednesday,March,3,15.362759049369073,75.75935904936907
VLT100074,Uttar Pradesh,Over-speeding,2023-03-16 00:00:00,7,Thursday,March,3,26.846689581368764,80.94618958136877
VLT100075,Punjab,Signal Jumping,2023-03-17 00:00:00,9,Friday,March,3,31.139622862484906,75.3337228624849
VLT100076,Gujarat,Overloading,2023-03-18 00:00:00,15,Saturday,March,2,22.27072134520154,71.20442134520154
VLT100077,West Bengal,Wrong Parking,2023-03-19 00:00:00,9,Sunday,March,1,23.03630965052353,87.90450965052354
VLT100078,Gujarat,No Seatbelt,2023-03-20 00:00:00,12,Monday,March,2,22.303594367493776,71.23729436749379
VLT100079,Uttar Pradesh,Over-speeding,2023-03-21 00:00:00,2,Tuesday,March,3,26.842704513930908,80.94220451393092
VLT100080,Gujarat,Driving Without License,2023-03-22 00:00:00,11,Wednesday,March,3,22.28447288453083,71.21817288453083
VLT100081,Karnataka,Drunk Driving,2023-03-23 00:00:00,14,Thursday,March,3,15.317042269548761,75.71364226954876
VLT100082,Punjab,Overloading,2023-03-24 00:00:00,18,Friday,March,2,31.150031216019674,75.34413121601968
VLT100083,West Bengal,Driving Without License,2023-03-25 00:00:00,10,Saturday,March,3,23.01537857007138,87.88357857007138
VLT100084,Uttar Pradesh,Drunk Driving,2023-03-26 00:00:00,14,Sunday,March,3,26.838165584935567,80.93766558493557
VLT100085,West Bengal,No Seatbelt,2023-03-27 00:00:00,4,Monday,March,2,23.01024835717887,87.87844835717888
VLT100086,Punjab,Using Mobile Phone,2023-03-28 00:00:00,12,Tuesday,March,2,31.168214287798975,75.36231428779898
VLT100087,Gujarat,Driving Without License,2023-03-29 00:00:00,3,Wednesday,March,3,22.301905968661337,71.23560596866135
VLT100088,Punjab,Overloading,2023-03-30 00:00:00,20,Thursday,March,2,31.10859326332809,75.3026932633281
VLT100089,Punjab,Drunk Driving,2023-03-31 00:00:00,9,Friday,March,3,31.17000151170763,75.36410151170763
VLT100090,West Bengal,Over-speeding,2023-04-01 00:00:00,1,Saturday,April,3,23.029542392862457,87.89774239286245
VLT100091,Tamil Nadu,No Helmet,2023-04-02 00:00:00,11,Sunday,April,2,11.173892618992465,78.70369261899246
VLT100092,Uttar Pradesh,Over-speeding,2023-04-03 00:00:00,16,Monday,April,3,26.798170630496536,80.89767063049653
VLT100093,Uttar Pradesh,Overloading,2023-04-04 00:00:00,11,Tuesday,April,2,26.883064009024555,80.98256400902456
VLT100094,Punjab,No Seatbelt,2023-04-05 00:00:00,19,Wednesday,April,2,31.195219504006634,75.38931950400664
VLT100095,Tamil Nadu,Drunk Driving,2023-04-06 00:00:00,3,Thursday,April,3,11.172821017961097,78.70262101796109
VLT100096,Gujarat,Over-speeding,2023-04-07 00:00:00,12,Friday,April,3,22.22357640122325,71.15727640122326
VLT100097,West Bengal,Over-speeding,2023-04-08 00:00:00,14,Saturday,April,3,23.034062881382294,87.9022628813823
VLT100098,Punjab,Wrong Parking,2023-04-09 00:00:00,16,Sunday,April,1,31.18609355557205,75.38019355557205
VLT100099,West Bengal,No Seatbelt,2023-04-10 00:00:00,12,Monday,April,2,23.019037382754306,87.88723738275431
VLT100100,Uttar Pradesh,Over-speeding,2023-04-11 00:00:00,9,Tuesday,April,3,26.844698792380782,80.94419879238079
VLT100101,Gujarat,Using Mobile Phone,2023-04-12 00:00:00,10,Wednesday,April,2,22.23193729196393,71.16563729196393
VLT100102,Maharashtra,Overloading,2023-04-13 00:00:00,13,Thursday,April,2,19.781688057871833,75.74408805787182
VLT100103,Delhi,Wrong Parking,2023-04-14 00:00:00,4,Friday,April,1,28.656253015978347,77.25135301597835
VLT100104,Tamil Nadu,No Helmet,2023-04-15 00:00:00,5,Saturday,April,2,11.10371302722923,78.63351302722923
VLT100105,Maharashtra,Over-speeding,2023-04-16 00:00:00,17,Sunday,April,3,19.75539344076222,75.71779344076221
VLT100106,Delhi,Driving Without License,2023-04-17 00:00:00,12,Monday,April,3,28.608175282897456,77.20327528289745
VLT100107,Punjab,Over-speeding,2023-04-18 00:00:00,9,Tuesday,April,3,31.190201731598115,75.38430173159811
VLT100108,Punjab,No Helmet,2023-04-19 00:00:00,23,Wednesday,April,2,31.101151071118842,75.29525107111884
VLT100109,Maharashtra,Signal Jumping,2023-04-20 00:00:00,15,Thursday,April,3,19.774700619565657,75.73710061956565
VLT100110,West Bengal,Driving Without License,2023-04-21 00:00:00,23,Friday,April,3,22.998237324694898,87.8664373246949
VLT100111,Maharashtra,No Seatbelt,2023-04-22 00:00:00,2,Saturday,April,2,19.704336536511352,75.66673653651135
VLT100112,West Bengal,Signal Jumping,2023-04-23 00:00:00,2,Sunday,April,3,23.008721977282672,87.87692197728268
VLT100113,Karnataka,No Seatbelt,2023-04-24 00:00:00,18,Monday,April,2,15.268899172952358,75.66549917295235
VLT100114,Maharashtra,Wrong Parking,2023-04-25 00:00:00,23,Tuesday,April,1,19.777295100235644,75.73969510023564
VLT100115,Karnataka,Wrong Parking,2023-04-26 00:00:00,17,Wednesday,April,1,15.318575872326207,75.7151758723262
VLT100116,Gujarat,No Seatbelt,2023-04-27 00:00:00,5,Thursday,April,2,22.3016104220797,71.2353104220797
VLT100117,Punjab,Overloading,2023-04-28 00:00:00,21,Friday,April,2,31.103708249672405,75.29780824967241
VLT100118,West Bengal,No Seatbelt,2023-04-29 00:00:00,1,Saturday,April,2,23.020931727961237,87.88913172796124
VLT100119,Tamil Nadu,Using Mobile Phone,2023-04-30 00:00:00,22,Sunday,April,2,11.08376900087671,78.61356900087671
VLT100120,Punjab,Using Mobile Phone,2023-05-01 00:00:00,12,Monday,May,2,31.13153099788041,75.32563099788041
VLT100121,West Bengal,Driving Without License,2023-05-02 00:00:00,7,Tuesday,May,3,22.97982987319478,87.84802987319479
VLT100122,Punjab,No Seatbelt,2023-05-03 00:00:00,23,Wednesday,May,2,31.193706208078407,75.3878062080784
VLT100123,Uttar Pradesh,Using Mobile Phone,2023-05-04 00:00:00,10,Thursday,May,2,26.852923184222846,80.95242318422285
VLT100124,Tamil Nadu,Driving Without License,2023-05-05 00:00:00,23,Friday,May,3,11.102986459317094,78.63278645931709
VLT100125,Tamil Nadu,No Helmet,2023-05-06 00:00:00,10,Saturday,May,2,11.101267571409435,78.63106757140943
VLT100126,Gujarat,Over-speeding,2023-05-07 00:00:00,8,Sunday,May,3,22.29751183206592,71.23121183206592
VLT100127,Punjab,Over-speeding,2023-05-08 00:00:00,10,Monday,May,3,31.11968694284173,75.31378694284173
VLT100128,Punjab,Wrong Parking,2023-05-09 00:00:00,9,Tuesday,May,1,31.109555470583526,75.30365547058354
VLT100129,Delhi,No Seatbelt,2023-05-10 00:00:00,21,Wednesday,May,2,28.59273307570076,77.18783307570077
VLT100130,Maharashtra,No Helmet,2023-05-11 00:00:00,19,Thursday,May,2,19.760112306481272,75.72251230648126
VLT100131,West Bengal,Signal Jumping,2023-05-12 00:00:00,12,Friday,May,3,22.992209050217326,87.86040905021733
VLT100132,Karnataka,Wrong Parking,2023-05-13 00:00:00,3,Saturday,May,1,15.348271077591278,75.74487107759127
VLT100133,Punjab,Signal Jumping,2023-05-14 00:00:00,2,Sunday,May,3,31.15314759520062,75.34724759520061
VLT100134,Uttar Pradesh,Using Mobile Phone,2023-05-15 00:00:00,4,Monday,May,2,26.82554212144312,80.92504212144313
VLT100135,Maharashtra,Over-speeding,2023-05-16 00:00:00,18,Tuesday,May,3,19.74278963426809,75.70518963426808
VLT100136,Tamil Nadu,Wrong Parking,2023-05-17 00:00:00,20,Wednesday,May,1,11.158912097097092,78.68871209709708
VLT100137,Maharashtra,Over-speeding,2023-05-18 00:00:00,17,Thursday,May,3,19.764150646241976,75.72655064624198
VLT100138,Gujarat,No Seatbelt,2023-05-19 00:00:00,16,Friday,May,2,22.304607764269747,71.23830776426975
VLT100139,Maharashtra,Driving Without License,2023-05-20 00:00:00,2,Saturday,May,3,19.73844044110917,75.70084044110916
VLT100140,Maharashtra,Drunk Driving,2023-05-21 00:00:00,3,Sunday,May,3,19.756761151052128,75.71916115105212
VLT100141,Gujarat,Driving Without License,2023-05-22 00:00:00,18,Monday,May,3,22.268092420161317,71.20179242016133
VLT100142,West Bengal,Drunk Driving,2023-05-23 00:00:00,14,Tuesday,May,3,23.021629120827505,87.88982912082751
VLT100143,Delhi,Wrong Parking,2023-05-24 00:00:00,16,Wednesday,May,1,28.578447353818653,77.17354735381866
VLT100144,Punjab,Signal Jumping,2023-05-25 00:00:00,17,Thursday,May,3,31.13775103367481,75.33185103367481
VLT100145,Delhi,Wrong Parking,2023-05-26 00:00:00,8,Friday,May,1,28.65489589616623,77.24999589616623
VLT100146,Tamil Nadu,Using Mobile Phone,2023-05-27 00:00:00,17,Saturday,May,2,11.081406688856822,78.61120668885681
VLT100147,West Bengal,Drunk Driving,2023-05-28 00:00:00,0,Sunday,May,3,23.01907062801815,87.88727062801816
VLT100148,Punjab,Signal Jumping,2023-05-29 00:00:00,13,Monday,May,3,31.138638403737122,75.33273840373712
VLT100149,Tamil Nadu,Wrong Parking,2023-05-30 00:00:00,10,Tuesday,May,1,11.16008039852781,78.6898803985278
VLT100150,Maharashtra,Drunk Driving,2023-05-31 00:00:00,20,Wednesday,May,3,19.70249545608073,75.66489545608073
VLT100151,Tamil Nadu,Driving Without License,2023-06-01 00:00:00,11,Thursday,June,3,11.113604615775827,78.64340461577582
VLT100152,Maharashtra,Drunk Driving,2023-06-02 00:00:00,8,Friday,June,3,19.709363003716565,75.67176300371656
VLT100153,West Bengal,Wrong Parking,2023-06-03 00:00:00,21,Saturday,June,1,23.002061457633662,87.87026145763367
VLT100154,Tamil Nadu,Drunk Driving,2023-06-04 00:00:00,10,Sunday,June,3,11.104484909859956,78.63428490985994
VLT100155,Gujarat,No Helmet,2023-06-05 00:00:00,14,Monday,June,2,22.27896520706598,71.21266520706598
VLT100156,Delhi,Driving Without License,2023-06-06 00:00:00,10,Tuesday,June,3,28.65828014269421,77.25338014269421
VLT100157,Punjab,Driving Without License,2023-06-07 00:00:00,19,Wednesday,June,3,31.109781710226123,75.30388171022612
VLT100158,West Bengal,Driving Without License,2023-06-08 00:00:00,6,Thursday,June,3,23.023277829540078,87.89147782954008
VLT100159,West Bengal,Drunk Driving,2023-06-09 00:00:00,12,Friday,June,3,22.942746415160034,87.81094641516003
VLT100160,Tamil Nadu,Over-speeding,2023-06-10 00:00:00,15,Saturday,June,3,11.11517705083109,78.64497705083109
VLT100161,Tamil Nadu,Over-speeding,2023-06-11 00:00:00,17,Sunday,June,3,11.120077406117858,78.64987740611785
VLT100162,Tamil Nadu,Driving Without License,2023-06-12 00:00:00,14,Monday,June,3,11.125984954683346,78.65578495468334
VLT100163,Maharashtra,Driving Without License,2023-06-13 00:00:00,20,Tuesday,June,3,19.799146232193603,75.7615462321936
VLT100164,West Bengal,Wrong Parking,2023-06-14 00:00:00,8,Wednesday,June,1,23.014369118810183,87.88256911881018
VLT100165,Tamil Nadu,Drunk Driving,2023-06-15 00:00:00,4,Thursday,June,3,11.107985736271926,78.63778573627192
VLT100166,Gujarat,No Helmet,2023-06-16 00:00:00,4,Friday,June,2,22.23568367855008,71.16938367855009
VLT100167,Maharashtra,Overloading,2023-06-17 00:00:00,2,Saturday,June,2,19.787812020418933,75.75021202041893
VLT100168,Gujarat,No Helmet,2023-06-18 00:00:00,13,Sunday,June,2,22.29683071727377,71.23053071727378
VLT100169,Delhi,Signal Jumping,2023-06-19 00:00:00,6,Monday,June,3,28.614970650554366,77.21007065055437
VLT100170,Tamil Nadu,Wrong Parking,2023-06-20 00:00:00,17,Tuesday,June,1,11.111529573096233,78.64132957309623
VLT100171,Karnataka,Wrong Parking,2023-06-21 00:00:00,3,Wednesday,June,1,15.366791734816092,75.76339173481608
VLT100172,Uttar Pradesh,Wrong Parking,2023-06-22 00:00:00,2,Thursday,June,1,26.82829435453677,80.92779435453677
VLT100173,West Bengal,Driving Without License,2023-06-23 00:00:00,7,Friday,June,3,22.955071237892653,87.82327123789265
VLT100174,Punjab,No Helmet,2023-06-24 00:00:00,15,Saturday,June,2,31.185109812130406,75.37920981213041
VLT100175,Punjab,Signal Jumping,2023-06-25 00:00:00,7,Sunday,June,3,31.178333539811124,75.37243353981113
VLT100176,Karnataka,Overloading,2023-06-26 00:00:00,20,Monday,June,2,15.334088940557134,75.73068894055713
VLT100177,Maharashtra,No Helmet,2023-06-27 00:00:00,14,Tuesday,June,2,19.797341363177797,75.7597413631778
VLT100178,Uttar Pradesh,Driving Without License,2023-06-28 00:00:00,5,Wednesday,June,3,26.889271457721442,80.98877145772144
VLT100179,West Bengal,Overloading,2023-06-29 00:00:00,18,Thursday,June,2,23.011624850330175,87.87982485033018
VLT100180,West Bengal,Using Mobile Phone,2023-06-30 00:00:00,6,Friday,June,2,23.022870140954765,87.89107014095477
VLT100181,Maharashtra,Driving Without License,2023-07-01 00:00:00,0,Saturday,July,3,19.72621467403221,75.68861467403221
VLT100182,Delhi,No Seatbelt,2023-07-02 00:00:00,14,Sunday,July,2,28.578024655690104,77.1731246556901
VLT100183,Karnataka,Overloading,2023-07-03 00:00:00,7,Monday,July,2,15.334306184931494,75.73090618493148
VLT100184,Delhi,Drunk Driving,2023-07-04 00:00:00,4,Tuesday,July,3,28.635361853665476,77.23046185366547
VLT100185,Karnataka,Over-speeding,2023-07-05 00:00:00,3,Wednesday,July,3,15.284005292878227,75.68060529287823
VLT100186,Karnataka,No Helmet,2023-07-06 00:00:00,7,Thursday,July,2,15.306855727310488,75.70345572731048
VLT100187,Karnataka,No Helmet,2023-07-07 00:00:00,18,Friday,July,2,15.358325576621604,75.7549255766216
VLT100188,Gujarat,Over-speeding,2023-07-08 00:00:00,5,Saturday,July,3,22.264840076755025,71.19854007675502
VLT100189,Tamil Nadu,Using Mobile Phone,2023-07-09 00:00:00,1,Sunday,July,2,11.134933591492628,78.66473359149262
VLT100190,Karnataka,No Seatbelt,2023-07-10 00:00:00,20,Monday,July,2,15.28671297728908,75.68331297728908
VLT100191,Uttar Pradesh,Over-speeding,2023-07-11 00:00:00,21,Tuesday,July,3,26.849302224861788,80.9488022248618
VLT100192,Delhi,Wrong Parking,2023-07-12 00:00:00,14,Wednesday,July,1,28.616243472739495,77.2113434727395
VLT100193,West Bengal,Using Mobile Phone,2023-07-13 00:00:00,5,Thursday,July,2,22.945693564024626,87.81389356402462
VLT100194,Karnataka,No Helmet,2023-07-14 00:00:00,22,Friday,July,2,15.36549426931267,75.76209426931267
VLT100195,Punjab,Overloading,2023-07-15 00:00:00,11,Saturday,July,2,31.154239560045575,75.34833956004557
VLT100196,Punjab,Over-speeding,2023-07-16 00:00:00,0,Sunday,July,3,31.09774088826643,75.29184088826644
VLT100197,Maharashtra,Signal Jumping,2023-07-17 00:00:00,23,Monday,July,3,19.77876492012254,75.74116492012253
VLT100198,Gujarat,Wrong Parking,2023-07-18 00:00:00,20,Tuesday,July,1,22.306526571384016,71.24022657138403
VLT100199,Delhi,Wrong Parking,2023-07-19 00:00:00,4,Wednesday,July,1,28.622887002832098,77.2179870028321
VLT100200,West Bengal,No Seatbelt,2023-07-20 00:00:00,14,Thursday,July,2,22.968768163628265,87.83696816362827
VLT100201,Delhi,No Helmet,2023-07-21 00:00:00,2,Friday,July,2,28.58265077157278,77.17775077157278
VLT100202,West Bengal,Over-speeding,2023-07-22 00:00:00,20,Saturday,July,3,23.004052663391686,87.87225266339169
VLT100203,Tamil Nadu,No Helmet,2023-07-23 00:00:00,9,Sunday,July,2,11.096610739845682,78.62641073984567
VLT100204,Maharashtra,No Helmet,2023-07-24 00:00:00,13,Monday,July,2,19.759268789251784,75.72166878925178
VLT100205,Karnataka,Signal Jumping,2023-07-25 00:00:00,20,Tuesday,July,3,15.327523917637961,75.72412391763795
VLT100206,Maharashtra,Overloading,2023-07-26 00:00:00,10,Wednesday,July,2,19.797742309312437,75.76014230931243
VLT100207,West Bengal,Wrong Parking,2023-07-27 00:00:00,13,Thursday,July,1,22.944026526552985,87.81222652655299
VLT100208,Tamil Nadu,Drunk Driving,2023-07-28 00:00:00,18,Friday,July,3,11.127097282365863,78.65689728236586
VLT100209,Maharashtra,No Helmet,2023-07-29 00:00:00,16,Saturday,July,2,19.775909747928264,75.73830974792826
VLT100210,West Bengal,No Helmet,2023-07-30 00:00:00,14,Sunday,July,2,22.954522674047464,87.82272267404747
VLT100211,Tamil Nadu,No Helmet,2023-07-31 00:00:00,1,Monday,July,2,11.115906673178452,78.64570667317844
VLT100212,Delhi,Signal Jumping,2023-08-01 00:00:00,10,Tuesday,August,3,28.570189549845498,77.1652895498455
VLT100213,Punjab,No Helmet,2023-08-02 00:00:00,11,Wednesday,August,2,31.169688086377576,75.36378808637758
VLT100214,Karnataka,Signal Jumping,2023-08-03 00:00:00,13,Thursday,August,3,15.276076788675947,75.67267678867594
VLT100215,Gujarat,Wrong Parking,2023-08-04 00:00:00,4,Friday,August,1,22.248209170835796,71.18190917083581
VLT100216,Karnataka,Wrong Parking,2023-08-05 00:00:00,10,Saturday,August,1,15.354652263112072,75.75125226311206
VLT100217,Punjab,Overloading,2023-08-06 00:00:00,5,Sunday,August,2,31.144330033675,75.338430033675
VLT100218,Delhi,Over-speeding,2023-08-07 00:00:00,14,Monday,August,3,28.655162193364088,77.2502621933641
VLT100219,West Bengal,No Seatbelt,2023-08-08 00:00:00,23,Tuesday,August,2,23.013391711773885,87.8815917117739
VLT100220,West Bengal,Drunk Driving,2023-08-09 00:00:00,4,Wednesday,August,3,23.028332396011177,87.89653239601118
VLT100221,Gujarat,Using Mobile Phone,2023-08-10 00:00:00,11,Thursday,August,2,22.22144030090489,71.1551403009049
VLT100222,Tamil Nadu,Wrong Parking,2023-08-11 00:00:00,19,Friday,August,1,11.084456290533064,78.61425629053305
VLT100223,Gujarat,Wrong Parking,2023-08-12 00:00:00,5,Saturday,August,1,22.215732625356925,71.14943262535692
VLT100224,Delhi,No Seatbelt,2023-08-13 00:00:00,13,Sunday,August,2,28.650785429434734,77.24588542943474
VLT100225,Gujarat,Driving Without License,2023-08-14 00:00:00,18,Monday,August,3,22.272106997934745,71.20580699793474
VLT100226,Gujarat,Overloading,2023-08-15 00:00:00,11,Tuesday,August,2,22.258357169379888,71.1920571693799
VLT100227,Delhi,Wrong Parking,2023-08-16 00:00:00,3,Wednesday,August,1,28.58025434161965,77.17535434161965
VLT100228,West Bengal,Wrong Parking,2023-08-17 00:00:00,13,Thursday,August,1,23.004173343772727,87.87237334377274
VLT100229,Karnataka,Using Mobile Phone,2023-08-18 00:00:00,23,Friday,August,2,15.299101738784579,75.69570173878458
VLT100230,Punjab,Wrong Parking,2023-08-19 00:00:00,1,Saturday,August,1,31.168187986326593,75.36228798632659
VLT100231,Punjab,Driving Without License,2023-08-20 00:00:00,6,Sunday,August,3,31.14313553288673,75.33723553288674
